2026-07-09T14:53:14,2.0,-1.06,9.76,450.0,8.08,1.33,94.4,138.21,20,4,MODERATE,0.0456,no,B4.3,"speed=921.0km/s, arrival in -8.9h, predicted Kp=3",none
2026-07-09T17:53:27,2.0,-3.0,12.37,512.2,7.23,1.33,94.4,138.21,20,5,MODERATE,0.0307,no,B4.9,"speed=921.0km/s, arrival in -11.9h, predicted Kp=3",none
2026-07-09T19:42:21,2.0,1.29,11.2,554.1,8.42,1.33,94.4,138.21,20,4,MODERATE,0.0350,no,B3.9,"speed=790.0km/s, arrival in 20.3h, predicted Kp=5",none
2026-07-09T21:21:25,1.0,-5.47,9.9,564.8,6.57,1.33,94.4,138.21,20,6,HIGH,0.0154,no,B4.0,"speed=790.0km/s, arrival in 18.6h, predicted Kp=5",none
2026-07-09T23:09:10,3.0,-0.61,6.31,604.2,5.23,1.33,94.4,138.21,20,6,HIGH,0.0683,no,B4.1,"speed=790.0km/s, arrival in 16.8h, predicted Kp=5",none
2026-07-10T02:48:06,2.0,-1.21,7.79,561.6,3.9,6.0,94.4,138.21,20,7,HIGH,0.0456,no,B8.0,"speed=790.0km/s, arrival in 13.2h, predicted Kp=5",none
2026-07-10T07:32:41,3.0,-0.67,9.46,579.4,11.03,6.0,94.4,138.21,20,8,CRITICAL,0.0683,no,B5.0,"speed=790.0km/s, arrival in 8.5h, predicted Kp=5",density (z=3.14)
2026-07-10T10:50:53,2.0,0.69,11.35,568.7,8.27,6.0,94.4,138.21,20,6,HIGH,0.0400,no,B4.2,"speed=790.0km/s, arrival in 5.2h, predicted Kp=5",none
2026-07-10T14:20:26,2.0,3.71,5.31,0.0,0.0,6.0,94.4,138.21,20,4,MODERATE,0.0307,no,B5.4,"speed=790.0km/s, arrival in 1.7h, predicted Kp=5",none
2026-07-10T17:45:52,1.0,-0.32,4.99,621.4,3.65,6.0,94.4,138.21,20,7,HIGH,0.0154,no,B8.1,"speed=790.0km/s, arrival in -1.8h, predicted Kp=5",none
2026-07-10T19:24:14,1.0,-3.54,4.75,606.9,2.75,6.0,94.4,138.21,20,7,HIGH,0.0135,no,B6.2,"speed=790.0km/s, arrival in -3.4h, predicted Kp=5",none
2026-07-10T21:03:57,2.33,-2.29,5.14,619.5,3.43,6.0,94.4,138.21,20,7,HIGH,0.0457,no,B5.9,"speed=790.0km/s, arrival in -5.1h, predicted Kp=5",none
2026-07-10T22:57:36,2.0,-3.19,4.9,587.4,2.58,6.0,94.4,138.21,20,7,HIGH,0.0417,no,B5.3,"speed=790.0km/s, arrival in -7.0h, predicted Kp=5",none
2026-07-11T02:26:30,2.0,-1.47,5.32,553.9,1.99,7.33,94.4,138.21,20,7,HIGH,0.0335,no,B5.3,"speed=790.0km/s, arrival in -10.4h, predicted Kp=5",none
2026-07-11T06:10:59,2.33,-1.78,5.3,525.2,2.59,7.33,94.4,138.21,20,7,HIGH,0.0457,no,B4.9,"speed=790.0km/s, arrival in -14.2h, predicted Kp=5",none
2026-07-11T07:06:11,2.33,0.87,5.24,503.6,2.87,7.33,94.4,138.21,20,6,HIGH,0.0477,no,B4.6,"speed=790.0km/s, arrival in -15.1h, predicted Kp=5",none
2026-07-11T09:26:22,2.33,-0.45,5.47,501.6,3.4,7.33,94.4,138.21,20,7,HIGH,0.0457,no,B4.8,"speed=790.0km/s, arrival in -17.4h, predicted Kp=5",none
2026-07-11T11:02:37,1.0,-1.51,5.37,498.4,2.85,7.33,94.4,138.21,20,6,HIGH,0.0154,no,B6.3,"speed=790.0km/s, arrival in -19.0h, predicted Kp=5",none
2026-07-11T13:13:16,1.0,0.77,5.15,495.6,3.95,7.33,94.4,138.21,20,5,MODERATE,0.0129,no,B4.3,"speed=790.0km/s, arrival in -21.2h, predicted Kp=5",none
2026-07-11T14:50:36,1.0,-1.03,5.54,498.4,3.59,7.33,94.4,138.21,20,6,HIGH,0.0154,no,B5.4,"speed=790.0km/s, arrival in -22.8h, predicted Kp=5",none
2026-07-11T16:54:52,1.0,-1.27,4.96,527.1,5.6,7.33,94.4,138.21,20,7,HIGH,0.0154,no,B5.7,"speed=790.0km/s, arrival in -24.9h, predicted Kp=5",none
2026-07-11T18:58:56,1.0,-1.39,5.93,528.6,7.02,7.33,94.4,138.21,20,7,HIGH,0.0154,no,B5.2,"speed=488.0km/s, arrival in 65.0h, predicted Kp=3",none
2026-07-11T20:43:39,2.0,0.22,5.3,515.5,6.87,7.33,94.4,138.21,20,6,HIGH,0.0350,no,B7.0,"speed=535.0km/s, arrival in 62.3h, predicted Kp=3",none
2026-07-11T22:44:07,2.33,2.86,5.18,539.1,6.16,7.33,94.4,138.21,20,6,HIGH,0.0521,no,B5.1,"speed=535.0km/s, arrival in 60.3h, predicted Kp=3",none
2026-07-12T02:31:49,3.0,1.51,5.38,568.5,5.41,4.0,94.4,138.21,20,5,MODERATE,0.0808,no,C1.4,"speed=535.0km/s, arrival in 56.5h, predicted Kp=3",none
2026-07-12T06:32:07,2.0,-2.04,6.97,542.4,6.02,4.0,94.4,138.21,20,5,MODERATE,0.0383,no,B6.8,"speed=535.0km/s, arrival in 52.5h, predicted Kp=3",none
2026-07-12T09:48:39,2.0,-4.95,7.94,532.4,3.88,4.0,94.4,138.21,20,5,MODERATE,0.0307,no,B7.9,"speed=535.0km/s, arrival in 49.2h, predicted Kp=3",none
2026-07-12T11:08:06,2.0,-6.4,7.23,520.2,3.64,4.0,94.4,138.21,20,6,HIGH,0.0350,no,B5.0,"speed=535.0km/s, arrival in 47.9h, predicted Kp=3",none
2026-07-12T13:14:28,3.0,0.91,8.59,510.0,4.76,4.0,94.4,138.21,20,5,MODERATE,0.0775,no,B5.8,"speed=535.0km/s, arrival in 45.8h, predicted Kp=3",none
2026-07-12T14:53:47,4.0,0.33,8.24,501.0,7.51,4.0,94.4,138.21,20,6,HIGH,0.1823,no,B6.0,"speed=535.0km/s, arrival in 44.1h, predicted Kp=3",kp (z=2.99)
2026-07-12T16:56:29,3.0,-1.11,6.33,498.0,5.8,4.0,94.4,138.21,20,5,MODERATE,0.0878,no,B5.9,"speed=535.0km/s, arrival in 42.1h, predicted Kp=3",none
2026-07-12T19:01:43,3.33,0.52,4.38,484.2,6.15,4.0,94.4,138.21,20,4,MODERATE,0.0881,no,B5.5,"speed=535.0km/s, arrival in 40.0h, predicted Kp=3",none
2026-07-12T20:43:16,1.0,0.06,3.39,470.8,4.5,4.0,94.4,138.21,20,3,LOW,0.0161,no,B6.6,"speed=535.0km/s, arrival in 38.3h, predicted Kp=3",none
2026-07-12T22:43:59,2.0,0.89,3.47,457.9,5.01,4.0,94.4,138.21,20,3,LOW,0.0257,no,B5.1,"speed=535.0km/s, arrival in 36.3h, predicted Kp=3",none
2026-07-13T02:33:16,1.0,0.45,4.26,445.0,3.27,2.33,94.4,138.21,20,3,LOW,0.0177,no,B4.2,"speed=535.0km/s, arrival in 32.4h, predicted Kp=3",none
2026-07-13T06:51:04,1.0,-0.92,2.47,434.2,2.08,2.33,94.4,138.21,20,4,MODERATE,0.0135,no,B4.2,"speed=535.0km/s, arrival in 28.1h, predicted Kp=3",none
2026-07-13T10:58:05,1.67,-1.08,5.11,430.5,1.57,2.33,94.4,138.21,20,4,MODERATE,0.0268,no,B4.2,"speed=535.0km/s, arrival in 24.0h, predicted Kp=3",none
2026-07-13T14:29:14,1.0,-1.82,4.59,412.4,1.16,2.33,94.4,138.21,20,4,MODERATE,0.0169,no,B4.7,"speed=535.0km/s, arrival in 20.5h, predicted Kp=3",none
2026-07-13T17:52:45,2.0,-3.98,7.45,414.1,5.86,2.33,94.4,138.21,20,4,MODERATE,0.0321,no,C1.5,"speed=535.0km/s, arrival in 17.1h, predicted Kp=3",none
2026-07-13T19:20:16,1.0,-5.11,7.17,399.8,3.79,2.33,94.4,138.21,20,4,MODERATE,0.0177,no,B7.3,"speed=535.0km/s, arrival in 15.7h, predicted Kp=3",none
2026-07-13T20:55:35,1.0,-5.66,7.57,419.8,3.25,2.33,94.4,138.21,20,5,MODERATE,0.0135,no,B7.6,"speed=535.0km/s, arrival in 14.1h, predicted Kp=3",none
2026-07-13T22:54:11,3.0,3.4,7.87,416.1,2.26,2.33,94.4,138.21,20,4,MODERATE,0.0776,no,B6.5,"speed=535.0km/s, arrival in 12.1h, predicted Kp=3",none
2026-07-14T02:12:08,2.0,1.37,7.51,412.3,4.3,2.67,94.4,138.21,20,3,LOW,0.0456,no,B4.1,"speed=535.0km/s, arrival in 8.8h, predicted Kp=3",none
2026-07-14T06:08:58,1.67,-4.26,7.97,398.0,2.6,2.67,94.4,138.21,20,3,LOW,0.0234,no,B3.8,"speed=535.0km/s, arrival in 4.9h, predicted Kp=3",none
2026-07-14T09:55:51,1.0,1.32,8.4,343.4,1.6,2.67,94.4,138.21,20,2,LOW,0.0148,no,B4.0,"speed=535.0km/s, arrival in 1.1h, predicted Kp=3",none
2026-07-14T11:24:54,1.0,5.42,9.88,358.5,2.32,2.67,94.4,138.21,20,2,LOW,0.0141,no,B4.5,"speed=535.0km/s, arrival in -0.4h, predicted Kp=3",bz (z=2.78)
2026-07-14T13:28:44,2.0,4.37,10.04,353.0,2.56,2.67,94.4,138.21,20,2,LOW,0.0350,no,C1.4,"speed=535.0km/s, arrival in -2.5h, predicted Kp=3",none
2026-07-14T15:22:02,1.33,7.84,13.17,389.2,6.88,2.67,94.4,138.21,20,2,LOW,0.0232,no,B4.5,"speed=535.0km/s, arrival in -4.4h, predicted Kp=3",bz (z=3.31)
2026-07-14T17:11:54,1.33,3.07,13.61,403.8,9.49,2.67,94.4,138.21,20,3,LOW,0.0185,no,B5.0,"speed=535.0km/s, arrival in -6.2h, predicted Kp=3",none
2026-07-14T19:15:56,1.0,1.77,11.58,406.3,9.38,2.67,94.4,138.21,20,3,LOW,0.0154,no,B4.5,"speed=535.0km/s, arrival in -8.3h, predicted Kp=3",none
2026-07-14T20:58:07,1.0,1.33,10.52,420.1,8.64,2.67,94.4,138.21,20,3,LOW,0.0148,no,B4.1,"speed=535.0km/s, arrival in -10.0h, predicted Kp=3",none
2026-07-14T22:55:01,1.0,-1.74,7.48,405.0,10.48,2.67,94.4,138.21,20,4,MODERATE,0.0154,no,B3.8,"speed=535.0km/s, arrival in -11.9h, predicted Kp=3",none
2026-07-15T02:10:40,3.0,2.47,8.98,464.2,13.42,3.33,94.4,138.21,20,4,MODERATE,0.0776,no,B3.8,"speed=552.0km/s, arrival in 8.8h, predicted Kp=3",density (z=3.38)
2026-07-15T06:12:10,1.0,1.4,4.95,474.7,9.6,3.33,94.4,138.21,20,3,LOW,0.0202,no,B7.0,"speed=552.0km/s, arrival in 4.8h, predicted Kp=3",none
2026-07-15T10:00:21,1.0,1.95,6.16,500.5,7.97,3.33,94.4,138.21,20,4,MODERATE,0.0118,no,B3.7,"speed=552.0km/s, arrival in 1.0h, predicted Kp=3",none
2026-07-15T13:38:27,2.0,4.81,7.58,471.2,4.59,3.33,94.4,138.21,20,3,LOW,0.0350,no,B3.1,"speed=552.0km/s, arrival in -2.6h, predicted Kp=3",none
2026-07-15T15:24:41,2.67,-0.35,5.25,487.7,11.22,3.33,94.4,138.21,20,4,MODERATE,0.0681,no,B3.6,"speed=552.0km/s, arrival in -4.4h, predicted Kp=3",none
2026-07-15T17:14:52,2.0,0.04,7.24,452.8,2.99,3.33,94.4,138.21,20,3,LOW,0.0383,no,B3.6,"speed=552.0km/s, arrival in -6.2h, predicted Kp=3",none
2026-07-15T19:06:42,2.33,0.14,6.57,443.0,4.45,3.33,94.4,138.21,20,3,LOW,0.0419,no,B3.3,"speed=552.0km/s, arrival in -8.1h, predicted Kp=3",none
2026-07-15T20:57:39,1.0,0.0,6.75,431.6,4.67,3.33,94.4,138.21,20,3,LOW,0.0161,no,C1.7,"speed=552.0km/s, arrival in -10.0h, predicted Kp=3",none
2026-07-15T22:56:45,1.33,-1.12,6.16,437.8,4.5,3.33,94.4,138.21,20,4,MODERATE,0.0170,no,C4.0,"speed=552.0km/s, arrival in -11.9h, predicted Kp=3",none
2026-07-16T02:23:33,2.0,-4.1,6.76,451.0,3.14,4.33,94.4,138.21,20,4,MODERATE,0.0366,no,C1.3,no,none
2026-07-16T06:15:50,3.0,-1.94,5.04,465.6,4.95,4.33,94.4,138.21,20,5,MODERATE,0.0843,no,B5.8,no,none
2026-07-16T10:06:13,2.0,-2.88,4.71,460.7,3.36,4.33,94.4,138.21,20,4,MODERATE,0.0400,no,B3.8,no,none
2026-07-16T13:44:44,1.0,-1.72,5.02,456.3,3.01,4.33,94.4,138.21,20,4,MODERATE,0.0135,no,B3.5,no,none
2026-07-16T15:37:39,2.0,-0.53,3.84,438.9,2.64,4.33,94.4,138.21,20,4,MODERATE,0.0307,no,B4.1,no,none
2026-07-16T17:13:01,2.0,-1.97,3.86,441.7,2.65,4.33,94.4,138.21,20,4,MODERATE,0.0400,no,B4.0,no,none
2026-07-16T19:05:48,1.0,-2.61,3.29,431.2,3.07,4.33,94.4,138.21,20,4,MODERATE,0.0154,no,B3.8,"speed=535.0km/s, arrival in -56.1h, predicted Kp=3",none
2026-07-16T20:54:49,1.0,0.2,3.97,404.9,2.17,4.33,94.4,138.21,20,3,LOW,0.0135,no,Unknown,"speed=535.0km/s, arrival in -57.9h, predicted Kp=3",none
2026-07-16T22:55:06,1.0,-0.31,3.75,408.8,2.72,4.33,94.4,138.21,20,4,MODERATE,0.0154,no,B6.2,no,none
2026-07-17T02:26:19,1.67,2.71,4.01,388.0,2.13,3.67,94.4,138.21,20,2,LOW,0.0268,no,B7.0,no,none
2026-07-17T06:12:39,1.33,1.76,3.68,402.3,1.88,3.67,94.4,138.21,20,3,LOW,0.0222,no,B4.6,"speed=552.0km/s, arrival in -43.2h, predicted Kp=3",none
2026-07-17T09:54:43,0.67,-1.5,3.41,395.3,2.19,3.67,94.4,138.21,20,3,LOW,0.0112,no,B4.4,no,none
2026-07-17T11:19:47,0.67,-2.27,3.46,379.9,2.77,3.67,94.4,138.21,20,3,LOW,0.0108,no,B4.3,"speed=552.0km/s, arrival in -48.3h, predicted Kp=3",none
2026-07-17T13:22:12,1.33,-3.04,4.04,366.8,1.95,3.67,94.4,138.21,20,3,LOW,0.0203,no,B4.4,"speed=552.0km/s, arrival in -50.4h, predicted Kp=3",none
2026-07-17T15:11:12,1.33,-2.9,3.54,372.8,2.81,3.67,94.4,138.21,20,3,LOW,0.0222,no,B4.9,"speed=552.0km/s, arrival in -52.2h, predicted Kp=3",none
2026-07-17T17:08:50,1.33,-1.2,3.23,356.3,2.44,3.67,94.4,138.21,20,3,LOW,0.0203,no,B4.7,no,none
2026-07-17T19:03:27,1.33,2.22,2.36,355.0,2.8,3.67,94.4,138.21,20,2,LOW,0.0203,no,B5.0,"speed=552.0km/s, arrival in -56.1h, predicted Kp=3",none
2026-07-17T20:51:29,1.0,2.01,3.01,353.3,2.97,3.67,94.4,138.21,20,2,LOW,0.0154,no,B6.9,no,none
2026-07-17T22:46:52,1.0,0.83,3.62,349.3,3.58,3.67,94.4,138.21,20,2,LOW,0.0148,no,B6.8,no,none
2026-07-18T02:11:19,1.0,2.49,3.07,341.1,4.23,3.67,94.4,138.21,20,2,LOW,0.0154,no,C1.5,no,none
2026-07-18T06:02:48,1.0,-0.52,2.56,335.3,4.96,3.67,94.4,138.21,20,3,LOW,0.0154,no,B5.7,no,none
2026-07-18T09:22:07,1.0,-0.13,3.51,338.9,4.95,3.67,94.4,138.21,20,3,LOW,0.0154,no,B7.0,no,none
2026-07-18T11:01:39,1.0,-1.92,3.67,324.5,4.77,3.67,94.4,138.21,20,3,LOW,0.0154,no,B8.1,no,none
2026-07-18T13:08:24,1.0,0.85,4.06,342.6,4.99,3.67,94.4,138.21,20,2,LOW,0.0154,no,B9.0,no,none
2026-07-18T14:49:26,1.0,1.61,3.8,332.0,4.32,3.67,94.4,138.21,20,2,LOW,0.0154,no,B7.7,no,none
2026-07-18T16:55:10,1.0,0.68,3.32,323.3,4.23,3.67,94.4,138.21,20,2,LOW,0.0154,no,C1.1,no,none
2026-07-18T18:59:55,1.33,1.7,2.42,328.4,4.48,3.67,94.4,138.21,20,2,LOW,0.0203,no,B8.0,no,none
2026-07-18T20:42:42,1.0,0.76,2.9,330.3,4.44,3.67,94.4,138.21,20,2,LOW,0.0161,no,B6.9,no,none
2026-07-18T22:45:43,1.33,2.62,3.75,321.6,4.61,3.67,94.4,138.21,20,2,LOW,0.0194,no,B7.8,no,none
2026-07-19T02:28:42,0.67,3.39,4.22,327.1,3.22,4.67,94.4,138.21,20,2,LOW,0.0123,no,B6.6,no,none
2026-07-19T06:28:07,0.67,1.24,3.47,312.4,4.38,4.67,94.4,138.21,20,2,LOW,0.0108,no,B7.5,no,none
2026-07-19T09:49:38,1.33,-0.1,3.51,304.1,3.13,4.67,94.4,138.21,20,3,LOW,0.0203,no,B7.7,no,none
2026-07-19T11:07:39,1.33,-1.84,3.59,299.2,3.19,4.67,94.4,138.21,20,3,LOW,0.0222,no,B8.6,no,none
2026-07-19T13:12:27,1.0,1.08,3.35,295.3,3.07,4.67,94.4,138.21,20,2,LOW,0.0154,no,B8.0,no,none
2026-07-19T14:53:12,1.0,-3.0,4.31,290.4,2.63,4.67,94.4,138.21,20,3,LOW,0.0148,no,B7.8,no,none
2026-07-19T16:56:05,1.0,-2.48,4.15,287.2,2.98,4.67,94.4,138.21,20,3,LOW,0.0154,no,B7.7,no,none
2026-07-19T19:02:17,0.67,0.34,3.6,293.0,3.0,4.67,94.4,138.21,20,2,LOW,0.0118,no,C1.6,no,none
2026-07-19T20:42:57,0.67,-1.4,4.18,283.6,2.64,4.67,94.4,138.21,20,3,LOW,0.0112,no,B10.0,no,none
2026-07-19T22:49:23,1.0,2.39,3.35,285.9,3.24,4.67,94.4,138.21,20,2,LOW,0.0155,no,C1.0,no,none
2026-07-20T02:43:35,0.67,0.13,4.08,276.1,3.05,3.67,94.4,138.21,20,2,LOW,0.0123,no,C1.0,no,none
2026-07-20T06:43:20,0.67,-1.53,4.9,273.2,1.94,3.67,94.4,138.21,20,3,LOW,0.0112,no,C1.6,no,none
2026-07-20T10:49:35,1.33,-3.46,4.61,264.8,3.06,3.67,94.4,138.21,20,3,LOW,0.0203,no,C1.3,no,none
2026-07-20T14:00:16,0.67,-2.3,3.37,260.1,2.25,3.67,94.4,138.21,20,3,LOW,0.0129,no,C2.2,no,none
2026-07-20T17:59:32,1.0,-2.65,4.03,261.4,4.16,3.67,94.4,138.21,20,3,LOW,0.0141,no,C1.4,no,none
2026-07-20T19:52:19,0.67,-2.59,5.35,264.0,4.76,3.67,94.4,138.21,20,3,LOW,0.0123,no,C1.4,no,none
2026-07-20T21:09:56,1.0,-2.45,5.68,262.2,5.81,3.67,94.4,138.21,20,3,LOW,0.0148,no,C1.1,no,none
2026-07-20T22:58:04,1.0,-2.53,7.01,274.6,6.84,3.67,94.4,138.21,20,3,LOW,0.0162,no,C2.4,"speed=579.0km/s, arrival in 56.0h, predicted Kp=5",none
2026-07-21T02:27:12,2.0,0.09,8.73,286.8,5.32,3.0,94.4,138.21,20,2,LOW,0.0350,no,C1.6,"speed=579.0km/s, arrival in 52.5h, predicted Kp=5",none
2026-07-21T06:26:01,1.0,-8.66,8.92,291.9,12.59,3.0,94.4,138.21,20,4,MODERATE,0.0177,no,B9.5,"speed=579.0km/s, arrival in 48.6h, predicted Kp=5","bz (z=-4.19), density (z=3.43)"
2026-07-21T10:23:04,3.0,6.04,17.23,386.1,11.76,3.0,94.4,138.21,20,3,LOW,0.0683,no,C3.1,"speed=579.0km/s, arrival in 44.6h, predicted Kp=5","kp (z=3.15), bz (z=2.88), density (z=2.89)"
2026-07-21T13:43:35,2.0,-11.86,15.31,407.1,9.92,3.0,94.4,138.21,20,6,HIGH,0.0456,no,C1.8,"speed=579.0km/s, arrival in 41.3h, predicted Kp=5",bz (z=-4.81)
2026-07-21T15:41:35,1.0,-5.97,14.07,398.5,8.05,3.0,94.4,138.21,20,4,MODERATE,0.0135,no,C3.0,"speed=579.0km/s, arrival in 39.3h, predicted Kp=5",none
2026-07-21T17:15:28,2.0,6.69,12.2,380.3,15.16,3.0,94.4,138.21,20,2,LOW,0.0307,no,C2.8,"speed=579.0km/s, arrival in 37.7h, predicted Kp=5","bz (z=2.57), density (z=4.46)"
